candidate_id,C_gate,threshold,switch_confirm,init_confirm,min_balanced_accuracy,min_macro_f1,min_transition_f1,max_false_transitions_per_day,mean_false_transitions_per_day,fold_2022_000688_SH_balanced_accuracy_4state,fold_2022_000688_SH_macro_f1_4state,fold_2022_000688_SH_transition_precision,fold_2022_000688_SH_transition_recall,fold_2022_000688_SH_transition_f1,fold_2022_000688_SH_false_transitions_per_day,fold_2022_000688_SH_exact_accuracy_including_abstention,fold_2022_000688_SH_online_concrete_coverage,fold_2022_000852_SH_balanced_accuracy_4state,fold_2022_000852_SH_macro_f1_4state,fold_2022_000852_SH_transition_precision,fold_2022_000852_SH_transition_recall,fold_2022_000852_SH_transition_f1,fold_2022_000852_SH_false_transitions_per_day,fold_2022_000852_SH_exact_accuracy_including_abstention,fold_2022_000852_SH_online_concrete_coverage,fold_2023_000688_SH_balanced_accuracy_4state,fold_2023_000688_SH_macro_f1_4state,fold_2023_000688_SH_transition_precision,fold_2023_000688_SH_transition_recall,fold_2023_000688_SH_transition_f1,fold_2023_000688_SH_false_transitions_per_day,fold_2023_000688_SH_exact_accuracy_including_abstention,fold_2023_000688_SH_online_concrete_coverage,fold_2023_000852_SH_balanced_accuracy_4state,fold_2023_000852_SH_macro_f1_4state,fold_2023_000852_SH_transition_precision,fold_2023_000852_SH_transition_recall,fold_2023_000852_SH_transition_f1,fold_2023_000852_SH_false_transitions_per_day,fold_2023_000852_SH_exact_accuracy_including_abstention,fold_2023_000852_SH_online_concrete_coverage,fold_2024_000688_SH_balanced_accuracy_4state,fold_2024_000688_SH_macro_f1_4state,fold_2024_000688_SH_transition_precision,fold_2024_000688_SH_transition_recall,fold_2024_000688_SH_transition_f1,fold_2024_000688_SH_false_transitions_per_day,fold_2024_000688_SH_exact_accuracy_including_abstention,fold_2024_000688_SH_online_concrete_coverage,fold_2024_000852_SH_balanced_accuracy_4state,fold_2024_000852_SH_macro_f1_4state,fold_2024_000852_SH_transition_precision,fold_2024_000852_SH_transition_recall,fold_2024_000852_SH_transition_f1,fold_2024_000852_SH_false_transitions_per_day,fold_2024_000852_SH_exact_accuracy_including_abstention,fold_2024_000852_SH_online_concrete_coverage
gate_C0.1_thr0.35_confirm1,0.1,0.35,1,2,0.5873113679371679,0.565479189160653,0.03732503888024884,2.322314049586777,2.1267217630853996,0.5873113679371679,0.565479189160653,0.020905923344947737,0.17391304347826086,0.03732503888024884,2.322314049586777,0.5896510228640193,1.0,0.6611721380182871,0.6536054838777764,0.04770992366412214,0.2631578947368421,0.08077544426494346,2.06198347107438,0.6528361344537815,1.0,0.6365276105606079,0.6277058762696273,0.039923954372623575,0.25,0.06885245901639345,2.0867768595041323,0.628021978021978,1.0,0.6765458039390317,0.6669956503695772,0.04886561954624782,0.3146067415730337,0.08459214501510574,2.2520661157024793,0.6647987773815588,1.0,0.6005201003368177,0.5939790454455598,0.03474903474903475,0.24324324324324326,0.060810810810810814,2.0661157024793386,0.6087456846950517,1.0,0.6139650260213441,0.5970799705878462,0.046,0.26744186046511625,0.07849829351535836,1.9710743801652892,0.6070652173913044,1.0
gate_C0.1_thr0.35_confirm2,0.1,0.35,2,2,0.5256189123320335,0.48834352301160866,0.061971830985915494,1.1363636363636365,1.0110192837465566,0.5256189123320335,0.48834352301160866,0.038461538461538464,0.15942028985507245,0.061971830985915494,1.1363636363636365,0.5048134777376655,1.0,0.6167122275975891,0.6031075283717823,0.07984790874524715,0.22105263157894736,0.11731843575418996,1.0,0.6024159663865546,1.0,0.6128063098621305,0.6016531919759687,0.09056603773584905,0.2857142857142857,0.13753581661891118,0.9958677685950413,0.5972527472527472,1.0,0.624572677460303,0.6074722325437807,0.08614232209737828,0.25842696629213485,0.12921348314606743,1.0082644628099173,0.60825267447784,1.0,0.5939235789793487,0.5826947763128851,0.05668016194331984,0.1891891891891892,0.08722741433021808,0.9628099173553719,0.5972382048331415,1.0,0.6026707095009661,0.581103216827582,0.09689922480620156,0.29069767441860467,0.14534883720930233,0.9628099173553719,0.5858695652173913,1.0
gate_C0.1_thr0.50_confirm1,0.1,0.5,1,2,0.5242189532747819,0.4923695793283108,0.042635658914728675,1.8016528925619835,1.6556473829201102,0.5242189532747819,0.4923695793283108,0.024608501118568233,0.15942028985507245,0.042635658914728675,1.8016528925619835,0.5222623345367028,1.0,0.6371253102476228,0.6254896130758556,0.047505938242280284,0.21052631578947367,0.07751937984496124,1.6570247933884297,0.6213235294117647,1.0,0.5939915760775533,0.586067438634437,0.04716981132075472,0.23809523809523808,0.07874015748031496,1.6694214876033058,0.5835164835164836,1.0,0.6067812408317228,0.592947477646792,0.048458149779735685,0.24719101123595505,0.08103130755064457,1.7851239669421488,0.5939887926642894,1.0,0.5581095454108062,0.5495892671388507,0.042105263157894736,0.21621621621621623,0.07048458149779735,1.5041322314049588,0.57307249712313,1.0,0.5866297434846448,0.5664240310736146,0.061381074168797956,0.27906976744186046,0.10062893081761007,1.5165289256198347,0.5739130434782609,1.0
gate_C0.1_thr0.50_confirm2,0.1,0.5,2,2,0.4799675675735652,0.42858914438071727,0.06896551724137931,0.756198347107438,0.7169421487603306,0.4799675675735652,0.42858914438071727,0.046875,0.13043478260869565,0.06896551724137931,0.756198347107438,0.4518652226233454,1.0,0.5568165844847579,0.5397027120399158,0.078125,0.15789473684210525,0.10452961672473868,0.731404958677686,0.542016806722689,1.0,0.5245822596932836,0.5097874719060941,0.08333333333333333,0.19047619047619047,0.11594202898550725,0.7272727272727273,0.5082417582417582,1.0,0.5780962087896773,0.5573393847190464,0.09405940594059406,0.21348314606741572,0.13058419243986252,0.756198347107438,0.5613856342333163,1.0,0.5386739271145102,0.5204741351913227,0.08383233532934131,0.1891891891891892,0.11618257261410789,0.6322314049586777,0.5431530494821634,1.0,0.5673262446786566,0.5411105091259858,0.08648648648648649,0.18604651162790697,0.11808118081180811,0.6983471074380165,0.5445652173913044,1.0
gate_C0.1_thr0.65_confirm1,0.1,0.65,1,2,0.4769131164921052,0.4376850589019199,0.03932584269662922,1.2272727272727273,1.0702479338842976,0.4769131164921052,0.4376850589019199,0.024390243902439025,0.10144927536231885,0.03932584269662922,1.1570247933884297,0.4657039711191336,1.0,0.5685232783629761,0.5574299677280941,0.045936395759717315,0.1368421052631579,0.06878306878306878,1.115702479338843,0.5572478991596639,1.0,0.5068201598920844,0.49374457970926455,0.05263157894736842,0.17857142857142858,0.08130081300813008,1.115702479338843,0.49945054945054945,1.0,0.5476550022032471,0.5281864218469519,0.04501607717041801,0.15730337078651685,0.07,1.2272727272727273,0.5354049923586347,1.0,0.5318352147376222,0.5154762316832668,0.05116279069767442,0.14864864864864866,0.07612456747404844,0.8429752066115702,0.5420023014959724,1.0,0.5525800484229846,0.5307524923562403,0.07539682539682539,0.22093023255813954,0.11242603550295856,0.9628099173553719,0.5385869565217392,1.0
gate_C0.1_thr0.65_confirm2,0.1,0.65,2,2,0.43944370566269275,0.3751317574121576,0.08,0.47520661157024796,0.40977961432506893,0.43944370566269275,0.3751317574121576,0.0660377358490566,0.10144927536231885,0.08,0.4090909090909091,0.38748495788206977,1.0,0.5163516514852426,0.49168440438445654,0.09482758620689655,0.11578947368421053,0.10426540284360189,0.43388429752066116,0.5010504201680672,1.0,0.45789808976744123,0.42931019212529953,0.10679611650485436,0.13095238095238096,0.11764705882352942,0.38016528925619836,0.4340659340659341,1.0,0.5092499739888674,0.47635302093126874,0.10852713178294573,0.15730337078651685,0.12844036697247704,0.47520661157024796,0.489047376464595,1.0,0.500801712879677,0.47450334980161685,0.09195402298850575,0.10810810810810811,0.09937888198757763,0.32644628099173556,0.4982738780207135,1.0,0.5319672959797398,0.504798744858278,0.09482758620689655,0.12790697674418605,0.10891089108910891,0.43388429752066116,0.5070652173913044,1.0
gate_C1_thr0.35_confirm1,1.0,0.35,1,2,0.579825266557819,0.5529151402998074,0.03767660910518054,2.2975206611570247,2.117079889807162,0.579825266557819,0.5529151402998074,0.02112676056338028,0.17391304347826086,0.03767660910518054,2.2975206611570247,0.5848375451263538,1.0,0.6691397239086159,0.661032338235863,0.04789272030651341,0.2631578947368421,0.08103727714748783,2.053719008264463,0.6612394957983193,1.0,0.6370720818905277,0.6286405119078047,0.0419047619047619,0.2619047619047619,0.0722495894909688,2.0785123966942147,0.6313186813186813,1.0,0.6690156834571039,0.6589042349686275,0.04601769911504425,0.29213483146067415,0.07951070336391437,2.227272727272727,0.6571574121242996,1.0,0.5988054505641917,0.5925033275600455,0.03481624758220503,0.24324324324324326,0.06091370558375635,2.06198347107438,0.6064441887226697,1.0,0.6134798585791348,0.5960823400058843,0.04572564612326044,0.26744186046511625,0.07809847198641767,1.9834710743801653,0.6054347826086957,1.0
gate_C1_thr0.35_confirm2,1.0,0.35,2,2,0.5244351370888597,0.4867810824145569,0.06285714285714286,1.115702479338843,0.9924242424242425,0.5244351370888597,0.4867810824145569,0.03914590747330961,0.15942028985507245,0.06285714285714286,1.115702479338843,0.5036101083032491,1.0,0.6174996291723923,0.6041497150508249,0.07984790874524715,0.22105263157894736,0.11731843575418996,1.0,0.6034663865546218,1.0,0.6055104926879415,0.5939081276266371,0.09266409266409266,0.2857142857142857,0.13994169096209913,0.9710743801652892,0.593956043956044,1.0,0.6286546422135758,0.6110149649579644,0.0888030888030888,0.25842696629213485,0.13218390804597702,0.9752066115702479,0.6123280692817117,1.0,0.5882932671956757,0.5774077122010497,0.056910569105691054,0.1891891891891892,0.0875,0.9586776859504132,0.5903337169159953,1.0,0.599698647617421,0.5777064817588702,0.096,0.27906976744186046,0.14285714285714285,0.9338842975206612,0.5820652173913043,1.0
gate_C1_thr0.50_confirm1,1.0,0.5,1,2,0.5446004531441313,0.5131149900333374,0.042635658914728675,1.8016528925619835,1.6522038567493114,0.5446004531441313,0.5131149900333374,0.024608501118568233,0.15942028985507245,0.042635658914728675,1.8016528925619835,0.54632972322503,1.0,0.6349299428524038,0.6223139152619298,0.047961630695443645,0.21052631578947367,0.07812500000000001,1.640495867768595,0.618172268907563,1.0,0.6024422905466755,0.5940163634696043,0.0498812351543943,0.25,0.08316831683168317,1.6528925619834711,0.5917582417582418,1.0,0.6048323660578266,0.590320611310448,0.05043859649122807,0.25842696629213485,0.08440366972477063,1.7892561983471074,0.5914416709118696,1.0,0.5517868151143991,0.5422193775945012,0.041884816753926704,0.21621621621621623,0.07017543859649124,1.512396694214876,0.5644418872266973,1.0,0.5856459493690838,0.5650983467439163,0.056555269922879174,0.2558139534883721,0.09263157894736841,1.5165289256198347,0.5722826086956522,1.0
gate_C1_thr0.50_confirm2,1.0,0.5,2,2,0.4749854231610575,0.42780278943218236,0.06666666666666667,0.7933884297520661,0.7148760330578513,0.4749854231610575,0.42780278943218236,0.04477611940298507,0.13043478260869565,0.06666666666666667,0.7933884297520661,0.45126353790613716,1.0,0.557603986059561,0.5406263448680522,0.07936507936507936,0.15789473684210525,0.1056338028169014,0.71900826446281,0.5430672268907563,1.0,0.533477390779426,0.5192227534186354,0.08333333333333333,0.19047619047619047,0.11594202898550725,0.7272727272727273,0.5186813186813187,1.0,0.5731880870942625,0.5525037632425496,0.09595959595959595,0.21348314606741572,0.13240418118466898,0.7396694214876033,0.5568008150789607,1.0,0.5325243708315837,0.5134630773260935,0.07975460122699386,0.17567567567567569,0.10970464135021096,0.6198347107438017,0.5402761795166858,1.0,0.5655378998183535,0.5392998763104027,0.08743169398907104,0.18604651162790697,0.11895910780669147,0.6900826446280992,0.5429347826086957,1.0
