candidate_id,eta,beta,min_balanced_accuracy,min_macro_f1,min_transition_f1,max_false_transitions_per_day,mean_false_transitions_per_day,v5_min_transition_f1,v5_max_false_transitions_per_day,fold_2022_000688_SH_balanced_accuracy_4state,fold_2022_000688_SH_macro_f1_4state,fold_2022_000688_SH_transition_precision,fold_2022_000688_SH_transition_recall,fold_2022_000688_SH_transition_f1,fold_2022_000688_SH_false_transitions_per_day,fold_2022_000688_SH_exact_accuracy_including_abstention,fold_2022_000688_SH_online_concrete_coverage,fold_2022_000852_SH_balanced_accuracy_4state,fold_2022_000852_SH_macro_f1_4state,fold_2022_000852_SH_transition_precision,fold_2022_000852_SH_transition_recall,fold_2022_000852_SH_transition_f1,fold_2022_000852_SH_false_transitions_per_day,fold_2022_000852_SH_exact_accuracy_including_abstention,fold_2022_000852_SH_online_concrete_coverage,fold_2023_000688_SH_balanced_accuracy_4state,fold_2023_000688_SH_macro_f1_4state,fold_2023_000688_SH_transition_precision,fold_2023_000688_SH_transition_recall,fold_2023_000688_SH_transition_f1,fold_2023_000688_SH_false_transitions_per_day,fold_2023_000688_SH_exact_accuracy_including_abstention,fold_2023_000688_SH_online_concrete_coverage,fold_2023_000852_SH_balanced_accuracy_4state,fold_2023_000852_SH_macro_f1_4state,fold_2023_000852_SH_transition_precision,fold_2023_000852_SH_transition_recall,fold_2023_000852_SH_transition_f1,fold_2023_000852_SH_false_transitions_per_day,fold_2023_000852_SH_exact_accuracy_including_abstention,fold_2023_000852_SH_online_concrete_coverage,fold_2024_000688_SH_balanced_accuracy_4state,fold_2024_000688_SH_macro_f1_4state,fold_2024_000688_SH_transition_precision,fold_2024_000688_SH_transition_recall,fold_2024_000688_SH_transition_f1,fold_2024_000688_SH_false_transitions_per_day,fold_2024_000688_SH_exact_accuracy_including_abstention,fold_2024_000688_SH_online_concrete_coverage,fold_2024_000852_SH_balanced_accuracy_4state,fold_2024_000852_SH_macro_f1_4state,fold_2024_000852_SH_transition_precision,fold_2024_000852_SH_transition_recall,fold_2024_000852_SH_transition_f1,fold_2024_000852_SH_false_transitions_per_day,fold_2024_000852_SH_exact_accuracy_including_abstention,fold_2024_000852_SH_online_concrete_coverage
markov_eta0.5_beta0.5,0.5,0.5,0.7924173884074407,0.798517419334094,0.1024,2.334710743801653,2.258953168044077,0.17902813299232734,1.2396694214876034,0.8515453529703187,0.8475300676466073,0.06,0.5217391304347826,0.10762331838565022,2.330578512396694,0.8622141997593261,1.0,0.886880650636226,0.8868980652323861,0.09106529209621993,0.5578947368421052,0.15657311669128507,2.1859504132231407,0.8886554621848739,1.0,0.8565547946966752,0.8558816925010955,0.06354515050167224,0.4523809523809524,0.11143695014662756,2.3140495867768593,0.8604395604395605,1.0,0.8937280762614469,0.8918889612626325,0.07377049180327869,0.5056179775280899,0.12875536480686695,2.334710743801653,0.8935303107488538,1.0,0.7924173884074407,0.798517419334094,0.05807622504537205,0.43243243243243246,0.1024,2.144628099173554,0.8216340621403913,1.0,0.851373688862384,0.8450645902104887,0.06701030927835051,0.45348837209302323,0.11676646706586825,2.243801652892562,0.8516304347826087,1.0
markov_eta0.5_beta1,0.5,1.0,0.7982042420420824,0.8031749952848259,0.08298755186721993,2.706611570247934,2.6232782369146004,0.17902813299232734,1.2396694214876034,0.8521714913090973,0.8480306229920977,0.048458149779735685,0.4782608695652174,0.088,2.677685950413223,0.8628158844765343,1.0,0.886677462532301,0.8843612411742474,0.07110438729198185,0.49473684210526314,0.12433862433862435,2.5371900826446283,0.8855042016806722,1.0,0.8538137260827332,0.852412071907799,0.04796511627906977,0.39285714285714285,0.08549222797927461,2.706611570247934,0.8576923076923076,1.0,0.8886224938565518,0.8858028053597751,0.0611353711790393,0.47191011235955055,0.10824742268041238,2.665289256198347,0.8874172185430463,1.0,0.7982042420420824,0.8031749952848259,0.046224961479198766,0.40540540540540543,0.08298755186721993,2.5578512396694215,0.8187571921749137,1.0,0.8523697399806526,0.8457942023150034,0.049924357034795766,0.38372093023255816,0.08835341365461848,2.5950413223140494,0.8527173913043479,1.0
markov_eta0.5_beta2,0.5,2.0,0.7953008293755373,0.7981828807662742,0.056372549019607844,3.2107438016528924,3.0895316804407713,0.17902813299232734,1.2396694214876034,0.8407359958324943,0.8371659728622095,0.03479381443298969,0.391304347826087,0.06390532544378699,3.0950413223140494,0.8513838748495788,1.0,0.8821489030604661,0.8794022198856343,0.045992115637319315,0.3684210526315789,0.08177570093457945,3.0,0.8802521008403361,1.0,0.8451711783380135,0.844496754896345,0.0323785803237858,0.30952380952380953,0.058624577226606536,3.2107438016528924,0.8494505494505494,1.0,0.8817383028373311,0.8781278853269563,0.04797047970479705,0.43820224719101125,0.08647450110864745,3.1983471074380163,0.8797758532857871,1.0,0.7953008293755373,0.7981828807662742,0.03099730458221024,0.3108108108108108,0.056372549019607844,2.9710743801652892,0.812428078250863,1.0,0.8326199386616377,0.8253651798440511,0.03389830508474576,0.3023255813953488,0.06096131301289566,3.06198347107438,0.8320652173913043,1.0
markov_eta1_beta0.5,1.0,0.5,0.7361418268237572,0.7433217155002064,0.12981744421906694,1.8512396694214877,1.6914600550964185,0.17902813299232734,1.2396694214876034,0.7843510768553084,0.777779813350001,0.07627118644067797,0.5217391304347826,0.13308687615526804,1.8016528925619835,0.7876052948255114,1.0,0.8299983464999738,0.8312146857059809,0.12705882352941175,0.5684210526315789,0.20769230769230765,1.5330578512396693,0.8303571428571429,1.0,0.8063620832460724,0.8120621447310336,0.0893970893970894,0.5119047619047619,0.15221238938053094,1.8099173553719008,0.8159340659340659,1.0,0.8423613612301792,0.8416130073661386,0.10756972111553785,0.6067415730337079,0.18274111675126903,1.8512396694214877,0.8390219052470708,1.0,0.7361418268237572,0.7433217155002064,0.07637231503579953,0.43243243243243246,0.12981744421906694,1.5991735537190082,0.7710011507479861,1.0,0.8058149869699555,0.7999582756425716,0.09397590361445783,0.45348837209302323,0.15568862275449102,1.5537190082644627,0.8043478260869565,1.0
markov_eta1_beta1,1.0,1.0,0.7797426298806729,0.78570118691752,0.11075949367088608,2.1818181818181817,2.035123966942149,0.17902813299232734,1.2396694214876034,0.8351502648796099,0.8272871147311405,0.06216696269982238,0.5072463768115942,0.11075949367088608,2.1818181818181817,0.8381468110709988,1.0,0.8682924731463373,0.8674252011439693,0.10465116279069768,0.5684210526315789,0.176759410801964,1.9090909090909092,0.8671218487394958,1.0,0.8403811907018555,0.840815096205884,0.06859205776173286,0.4523809523809524,0.11912225705329153,2.1322314049586777,0.845054945054945,1.0,0.8832577377129563,0.8806609766462896,0.08869565217391304,0.5730337078651685,0.1536144578313253,2.165289256198347,0.8813041263372389,1.0,0.7797426298806729,0.78570118691752,0.07042253521126761,0.47297297297297297,0.12259194395796849,1.9090909090909092,0.8107019562715765,1.0,0.8382250595583667,0.8309084249237513,0.074,0.43023255813953487,0.1262798634812287,1.9132231404958677,0.8369565217391305,1.0
markov_eta1_beta2,1.0,2.0,0.7916547826739101,0.7962518436630143,0.08044382801664354,2.574380165289256,2.453168044077135,0.17902813299232734,1.2396694214876034,0.844505655147774,0.8379555106318644,0.04447852760736196,0.42028985507246375,0.08044382801664354,2.574380165289256,0.8513838748495788,1.0,0.879293568296375,0.8766915656687402,0.07779578606158834,0.5052631578947369,0.1348314606741573,2.3512396694214877,0.8771008403361344,1.0,0.8493930826718367,0.848396667285725,0.04923076923076923,0.38095238095238093,0.08719346049046321,2.553719008264463,0.8527472527472527,1.0,0.889922302905747,0.8866531368661192,0.0640625,0.4606741573033708,0.11248285322359394,2.475206611570248,0.8879266428935303,1.0,0.7916547826739101,0.7962518436630143,0.05149501661129568,0.4189189189189189,0.09171597633136094,2.3595041322314048,0.8158803222094362,1.0,0.8448630188369471,0.8379244313262736,0.05211726384364821,0.37209302325581395,0.09142857142857143,2.4049586776859506,0.8445652173913043,1.0
markov_eta2_beta0.5,2.0,0.5,0.6526790760176904,0.6518691224946753,0.07823960880195599,1.5330578512396693,1.3601928374655647,0.17902813299232734,1.2396694214876034,0.7009099914175566,0.6847264622753624,0.07481296758104738,0.43478260869565216,0.12765957446808512,1.5330578512396693,0.6955475330926595,1.0,0.7405216862990229,0.742888210094339,0.12680115273775217,0.4631578947368421,0.1990950226244344,1.2520661157024793,0.7436974789915967,1.0,0.719225319906382,0.7282295351672522,0.09333333333333334,0.4166666666666667,0.15250544662309368,1.4049586776859504,0.7362637362637363,1.0,0.7463087144943222,0.7456171587760106,0.10632911392405063,0.47191011235955055,0.1735537190082645,1.4586776859504131,0.7412124299541518,1.0,0.6526790760176904,0.6518691224946753,0.04776119402985075,0.21621621621621623,0.07823960880195599,1.3181818181818181,0.6950517836593786,1.0,0.7299206395985184,0.7229968015270096,0.07371794871794872,0.26744186046511625,0.11557788944723618,1.1942148760330578,0.7304347826086957,1.0
markov_eta2_beta1,2.0,1.0,0.7193272093591613,0.7248336454841515,0.12578616352201258,1.7520661157024793,1.6005509641873281,0.17902813299232734,1.2396694214876034,0.7698785365131091,0.759779152591895,0.08089887640449438,0.5217391304347826,0.14007782101167315,1.6900826446280992,0.7689530685920578,1.0,0.8165715990219149,0.8170276577141593,0.12318840579710146,0.5368421052631579,0.20039292730844793,1.5,0.8161764705882353,1.0,0.790730466216839,0.7966319927522456,0.09276018099547512,0.4880952380952381,0.155893536121673,1.6570247933884297,0.8,1.0,0.829873691736946,0.8286661802030724,0.1111111111111111,0.5955056179775281,0.1872791519434629,1.7520661157024793,0.8252674477840041,1.0,0.7193272093591613,0.7248336454841515,0.07444168734491315,0.40540540540540543,0.12578616352201258,1.5413223140495869,0.7531645569620253,1.0,0.7943580550767043,0.7875404222217842,0.08762886597938144,0.3953488372093023,0.14345991561181434,1.462809917355372,0.7918478260869565,1.0
markov_eta2_beta2,2.0,2.0,0.7739355167381246,0.7800117165696421,0.11764705882352942,2.0950413223140494,1.9566115702479339,0.17902813299232734,1.2396694214876034,0.8259193949349715,0.8170326077229475,0.06629834254143646,0.5217391304347826,0.11764705882352942,2.0950413223140494,0.8267148014440433,1.0,0.862148231012059,0.8612132200951603,0.10505050505050505,0.5473684210526316,0.17627118644067796,1.8305785123966942,0.8608193277310925,1.0,0.8334589648270189,0.8342088605573312,0.06826568265682657,0.44047619047619047,0.11821086261980832,2.0867768595041323,0.8384615384615385,1.0,0.8772895049997808,0.874218632321635,0.08992805755395683,0.5617977528089888,0.15503875968992248,2.090909090909091,0.8746816097809476,1.0,0.7739355167381246,0.7800117165696421,0.07157894736842105,0.4594594594594595,0.12386156648451731,1.822314049586777,0.8043728423475259,1.0,0.8348992073409417,0.8267410435327003,0.08158995815899582,0.45348837209302323,0.13829787234042556,1.8140495867768596,0.8320652173913043,1.0
markov_eta4_beta0.5,4.0,0.5,0.6062372274735903,0.6012030508895396,0.06575342465753425,1.2933884297520661,1.1900826446280992,0.17902813299232734,1.2396694214876034,0.6344566653185518,0.6088642340895534,0.060790273556231005,0.2898550724637681,0.10050251256281408,1.2768595041322315,0.6305655836341757,1.0,0.6535758952756545,0.648252968250121,0.07167235494880546,0.22105263157894736,0.10824742268041238,1.1239669421487604,0.6612394957983193,1.0,0.6323935620624667,0.6356783446418657,0.07396449704142012,0.2976190476190476,0.1184834123222749,1.2933884297520661,0.6626373626373626,1.0,0.6618518576324776,0.6580809619963645,0.056782334384858045,0.20224719101123595,0.08866995073891626,1.2355371900826446,0.6586856851757514,1.0,0.6062372274735903,0.6012030508895396,0.041237113402061855,0.16216216216216217,0.06575342465753425,1.1528925619834711,0.6507479861910241,1.0,0.6708355530671473,0.6566909744780656,0.06227106227106227,0.19767441860465115,0.09470752089136489,1.0578512396694215,0.675,1.0
